run_id,Bo,Mo,Sc,E,d,t_detach,Vbubble_detach,yCent_detach,jNorm_detach,mGrowth_detach,dC_detach,kL_detach,dNb_detach,detached,Vbubble_end,yCent_end,jNorm_end,mGrowth_end,dC_end,Aint_end,jNorm_mean,mGrowth_mean,AdCInt
S790,0.055435772,6.84E-13,157.95276,37.429435,0.22951479,0.00144959,5.83E-13,0.100182,0.97564,1.44E-17,0.0087612,0.000575798,5.93E-18,1,5.83E-13,0.831514,0.970556,1.88E-16,0.263351,1.94E-09,0.971456,4.30E-17,1.03E-14
S791,0.11731077,2.50E-11,298.57776,30.023185,0.36076479,0.00281964,1.44E-12,0.160012,0.940382,5.70E-17,0.0193453,0.000577137,4.21E-17,1,1.44E-12,0.925329,0.922254,4.23E-16,0.280233,2.22E-09,0.931615,5.20E-17,7.29E-14
S792,0.61231077,7.90E-14,173.57776,10.273185,0.21076479,0.00431276,4.90E-13,0.0925596,0.979203,1.57E-19,0.000539691,0.000258488,4.27E-19,1,4.90E-13,0.945127,0.973462,2.48E-19,0.00643247,1.74E-09,0.97545,8.02E-19,1.65E-15
S793,0.85981077,4.44E-10,361.07776,39.898185,0.13576479,0.00447787,2.04E-13,0.0608911,0.991435,2.87E-18,0.00354322,0.000522753,3.48E-18,1,2.04E-13,0.729359,0.986542,1.20E-17,0.0326574,1.18E-09,0.989861,1.19E-17,6.66E-15
S794,0.36481077,1.40E-12,236.07776,20.148185,0.28576479,0.0040103,9.02E-13,0.125327,0.962234,2.04E-18,0.00354531,0.000143181,2.11E-18,1,9.02E-13,0.940761,0.948278,2.30E-17,0.0362679,2.00E-09,0.95568,4.54E-18,1.48E-14
S795,0.48856077,1.05E-10,204.82776,15.210685,0.32326479,0.00528458,1.16E-12,0.144549,0.951978,1.42E-17,0.0113161,0.000276902,1.97E-17,1,1.16E-12,0.846755,0.945021,1.04E-16,0.0922767,2.73E-09,0.944569,1.60E-17,7.13E-14
S796,0.98356077,3.33E-13,329.82776,34.960685,0.17326479,0.00490917,3.32E-13,0.0767631,0.985807,3.07E-19,0.000773391,0.000547388,1.13E-18,1,3.32E-13,0.849866,0.979428,4.08E-19,0.00846258,1.49E-09,0.983255,1.40E-18,2.06E-15
S797,0.73606077,5.92E-12,267.32776,5.3356849,0.24826479,0.00525597,6.80E-13,0.110004,0.971363,3.22E-19,0.000744783,0.000133912,4.67E-19,1,6.80E-13,0.936809,0.959408,2.70E-18,0.00624875,2.34E-09,0.966455,8.61E-19,3.49E-15
S798,0.24106077,1.87E-14,392.32776,25.085685,0.39826479,0.0037558,1.75E-12,0.172902,0.92735,6.95E-19,0.00188581,6.18E-05,6.44E-19,1,1.75E-12,0.917749,0.902826,3.80E-18,0.0237795,2.69E-09,0.914283,1.41E-18,1.04E-14
S799,0.25652952,6.14E-11,310.29651,36.812247,0.14045229,0.00255472,2.18E-13,0.0620735,0.990862,4.45E-18,0.00341308,0.00101952,3.88E-18,1,2.18E-13,0.941209,0.989102,2.35E-17,0.056217,1.19E-09,0.989236,1.91E-17,3.80E-15
S800,0.75152952,1.94E-13,185.29651,17.062247,0.29045229,0.00557909,9.33E-13,0.12802,0.960537,4.45E-19,0.00194222,5.87E-05,6.74E-19,1,9.33E-13,0.929107,0.953804,2.15E-18,0.0166972,2.13E-09,0.953622,1.44E-18,1.15E-14
S801,0.99902952,3.45E-12,372.79651,26.937247,0.36545229,0.00726788,1.48E-12,0.162598,0.937969,2.42E-18,0.00456172,9.16E-05,4.13E-18,1,1.48E-12,0.908615,0.916729,1.56E-17,0.0280564,3.41E-09,0.927502,2.71E-18,4.51E-14
S802,0.50402952,1.09E-14,247.79651,7.1872474,0.21545229,0.00394284,5.13E-13,0.0943072,0.978243,4.73E-20,0.000173896,0.000343559,1.66E-19,1,5.13E-13,0.954096,0.971342,1.99E-20,0.00233781,1.48E-09,0.974273,2.65E-19,4.84E-16
S803,0.38027952,1.46E-11,154.04651,2.2497474,0.17795229,0.00333284,3.49E-13,0.0783824,0.985371,3.25E-19,0.000420738,0.00045951,3.83E-19,1,3.49E-13,0.936474,0.985864,2.62E-18,0.00531844,1.33E-09,0.982816,1.27E-18,8.33E-16
S804,0.87527952,4.60E-14,279.04651,21.999747,0.32795229,0.0063125,1.19E-12,0.144577,0.949604,1.98E-19,0.00140456,3.07E-05,3.29E-19,1,1.19E-12,0.931735,0.929701,4.13E-19,0.0111421,2.44E-09,0.940845,7.17E-19,1.07E-14
S805,0.62777952,2.59E-10,216.54651,12.124747,0.25295229,0.00532363,7.07E-13,0.113424,0.970468,5.47E-18,0.00623965,0.000263472,8.04E-18,1,7.07E-13,0.93728,0.960923,4.26E-17,0.0502783,2.32E-09,0.965895,1.02E-17,3.05E-14
S806,0.13277952,8.19E-13,341.54651,31.874747,0.10295229,0.00149321,1.17E-13,0.0449789,0.995078,1.53E-18,0.000273123,0,2.24E-18,1,1.17E-13,0.975835,0.994147,2.67E-18,0.0154736,6.84E-10,0.993984,6.70E-18,6.74E-17
S807,0.070904522,7.09E-12,232.17151,24.468497,0.12726869,0.0012648,1.78E-13,0.0556807,0.992525,5.45E-18,0.00184539,0.00379651,3.20E-18,1,1.78E-13,0.930921,0.991326,2.90E-17,0.0664024,1.06E-09,0.991133,2.43E-17,8.43E-16
S808,0.56590452,2.24E-14,357.17151,4.7184974,0.15920229,0.00362273,2.81E-13,0.070106,0.988083,2.71E-20,4.08E-05,0,1.37E-19,1,2.81E-13,0.959741,0.98299,7.97E-21,0.000742249,1.57E-09,0.985824,1.31E-19,6.39E-17
S809,0.81340452,1.26E-10,169.67151,34.343497,0.23420229,0.00560758,6.06E-13,0.104894,0.974614,9.53E-18,0.0146447,0.000204779,1.41E-17,1,6.06E-13,0.924819,0.965656,8.17E-17,0.11082,2.09E-09,0.970466,2.16E-17,6.90E-14
S810,0.31840452,3.99E-13,294.67151,14.593497,0.38420229,0.00430109,1.63E-12,0.167937,0.932333,2.10E-18,0.00274161,0.000130613,2.19E-18,1,1.63E-12,0.917881,0.912979,2.07E-17,0.0259573,2.51E-09,0.920511,2.50E-18,1.68E-14
S811,0.44215452,5.32E-10,388.42151,19.530997,0.34670229,0.0055859,1.33E-12,0.156698,0.94488,2.16E-17,0.0143539,0.000372397,3.84E-17,1,1.33E-12,0.862752,0.942835,1.36E-16,0.111141,2.91E-09,0.937354,2.30E-17,1.03E-13
S812,0.93715452,1.68E-12,263.42151,39.280997,0.19670229,0.0051641,4.28E-13,0.0872392,0.981775,7.87E-19,0.00230066,0.000215099,1.71E-18,1,4.28E-13,0.890861,0.974242,4.38E-18,0.0205515,1.73E-09,0.97857,3.32E-18,7.96E-15
S813,0.68965452,2.99E-11,325.92151,9.6559974,0.12170229,0.00365687,1.64E-13,0.0539852,0.993098,3.86E-19,0.000343449,0.00190119,7.75E-19,1,1.64E-13,0.798112,0.989133,1.01E-18,0.0047979,1.06E-09,0.991729,1.66E-18,4.08E-16
S814,0.19465452,9.45E-14,200.92151,29.405997,0.27170229,0.00282657,8.15E-13,0.118131,0.965835,1.44E-18,0.00325569,0.000150718,1.35E-18,1,8.15E-13,0.945554,0.953972,1.82E-17,0.0499921,1.75E-09,0.959758,5.38E-18,8.97E-15
S815,0.16371702,4.28E-11,364.98401,10.890372,0.22482729,0.00262106,5.58E-13,0.0994587,0.976666,2.92E-18,0.00241309,0.000491247,2.48E-18,1,5.58E-13,0.958607,0.96505,2.90E-17,0.0350814,1.44E-09,0.973097,7.95E-18,5.06E-15
S816,0.65871702,1.35E-13,239.98401,30.640372,0.37482729,0.00594462,1.55E-12,0.164596,0.935016,1.27E-18,0.00420416,5.06E-05,1.76E-18,1,1.55E-12,0.92353,0.910287,7.38E-18,0.0332204,2.61E-09,0.923603,2.27E-18,3.47E-14
S817,0.90621702,7.62E-10,302.48401,1.0153724,0.29982729,0.00701008,9.93E-13,0.136155,0.958632,5.46E-19,0.000627415,0.000250652,1.22E-18,1,9.93E-13,0.907422,0.945796,3.72E-18,0.00383526,2.66E-09,0.952458,7.66E-19,4.85E-15
S818,0.41121702,2.41E-12,177.48401,20.765372,0.14982729,0.00310254,2.48E-13,0.0657973,0.989564,1.14E-18,0.00133548,0.00125307,2.33E-18,1,2.48E-13,0.968394,0.985523,5.68E-18,0.0199771,1.09E-09,0.987614,5.33E-18,1.86E-15
S819,0.28746702,1.81E-10,271.23401,25.702872,0.11232729,0.0024631,1.39E-13,0.0496823,0.994154,4.02E-18,0.00210815,0.00196405,3.07E-18,1,1.39E-13,0.789527,0.992132,1.36E-17,0.0378202,9.43E-10,0.992965,1.71E-17,1.56E-15
S820,0.78246702,5.71E-13,396.23401,5.9528724,0.26232729,0.00544012,7.61E-13,0.115831,0.967761,8.95E-20,0.000336566,7.91E-05,1.37E-19,1,7.61E-13,0.948403,0.95085,5.64E-19,0.00283658,2.11E-09,0.962131,3.03E-19,1.73E-15
S821,0.53496702,1.02E-11,208.73401,35.577872,0.33732729,0.00534305,1.26E-12,0.149376,0.947677,1.38E-17,0.0146416,0.000178444,1.74E-17,1,1.26E-12,0.918332,0.937837,1.02E-16,0.112208,2.11E-09,0.938935,1.53E-17,9.74E-14
S822,0.039967022,3.21E-14,333.73401,15.827872,0.18732729,0.00107993,3.88E-13,0.0813079,0.983719,7.57E-19,0.000552984,0.00146212,5.37E-19,1,3.88E-13,0.845508,0.980353,6.11E-18,0.0237929,1.61E-09,0.980762,4.14E-18,3.68E-16
S823,0.10184202,3.71E-10,193.10901,8.4216224,0.39357729,0.00324163,1.71E-12,0.177835,0.9291,1.10E-16,0.0237174,0.000676513,7.69E-17,1,1.71E-12,0.86214,0.925721,6.44E-16,0.341644,3.29E-09,0.920978,9.05E-17,1.14E-13
S824,0.59684202,1.17E-12,318.10901,28.171622,0.24357729,0.00465236,6.55E-13,0.107259,0.972377,8.33E-19,0.00221995,0.000125115,1.12E-18,1,6.55E-13,0.948141,0.962384,7.16E-18,0.0203151,1.77E-09,0.967531,2.73E-18,8.97E-15
S825,0.84434202,2.09E-11,255.60901,18.296622,0.16857729,0.00468012,3.14E-13,0.0749269,0.986746,8.68E-19,0.0015826,0.000385406,1.58E-18,1,3.14E-13,0.858214,0.97966,4.17E-18,0.0154286,1.48E-09,0.984385,3.50E-18,4.09E-15
S826,0.34934202,6.60E-14,380.60901,38.046622,0.31857729,0.00404561,1.12E-12,0.138994,0.952939,6.73E-19,0.00238106,6.47E-05,7.27E-19,1,1.12E-12,0.937429,0.933147,3.97E-18,0.0276606,2.20E-09,0.944561,2.12E-18,1.12E-14
S827,0.47309202,4.95E-12,286.85901,33.109122,0.28107729,0.00455779,8.72E-13,0.123897,0.963508,4.05E-18,0.00596615,0.000161721,4.50E-18,1,8.72E-13,0.940127,0.951741,3.20E-17,0.0531178,1.77E-09,0.95728,7.40E-18,2.78E-14
S828,0.96809202,1.56E-14,161.85901,13.359122,0.13107729,0.00422259,1.90E-13,0.0581481,0.991856,1.21E-19,8.11E-05,0,8.27E-19,1,1.90E-13,0.772647,0.986469,2.88E-20,0.0020994,1.19E-09,0.990272,4.76E-19,8.02E-17
S829,0.72059202,8.80E-11,349.35901,23.234122,0.20607729,0.00495549,4.70E-13,0.0919701,0.980305,2.10E-18,0.00350521,0.000234316,2.94E-18,1,4.70E-13,0.92404,0.973667,1.48E-17,0.0295422,1.82E-09,0.976997,6.28E-18,1.26E-14
S830,0.22559202,2.78E-13,224.35901,3.4841224,0.35607729,0.00350147,1.40E-12,0.155313,0.941709,5.85E-19,0.000743512,0.00014496,4.95E-19,1,1.40E-12,0.930312,0.919155,7.39E-18,0.00866323,2.34E-09,0.931511,8.65E-19,3.42E-15
S831,0.21785765,2.83E-10,339.59339,27.863029,0.28810854,0.00365899,9.16E-13,0.129092,0.961715,2.70E-17,0.0171577,0.000507246,3.37E-17,1,9.16E-13,0.955515,0.930077,2.27E-16,0.188489,1.89E-09,0.956651,4.19E-17,6.65E-14
S832,0.71285765,8.96E-13,214.59339,8.1130286,0.13810854,0.00381617,2.10E-13,0.0609388,0.991078,1.85E-19,0.000217965,0.00191325,5.96E-19,1,2.10E-13,0.867345,0.9857,4.26E-19,0.00321862,1.22E-09,0.989369,8.20E-19,3.11E-16
S833,0.96035765,1.59E-11,277.09339,37.738029,0.21310854,0.00555009,5.01E-13,0.094917,0.978794,1.88E-18,0.00445196,0.00016312,3.02E-18,1,5.01E-13,0.894046,0.967244,1.19E-17,0.0358594,1.94E-09,0.975146,6.02E-18,1.85E-14
S834,0.46535765,5.04E-14,152.09339,17.988029,0.36310854,0.00493731,1.46E-12,0.158687,0.93901,8.25E-19,0.00313771,4.77E-05,9.92E-19,1,1.46E-12,0.937171,0.902294,4.59E-18,0.0306402,2.49E-09,0.928123,2.00E-18,2.08E-14
S835,0.34160765,3.78E-12,245.84339,13.050529,0.32560854,0.00420428,1.17E-12,0.143184,0.951244,3.63E-18,0.00373649,0.000192505,3.62E-18,1,1.17E-12,0.919484,0.944081,3.04E-17,0.0360254,2.04E-09,0.942967,4.77E-18,1.88E-14
S836,0.83660765,1.19E-14,370.84339,32.800529,0.17560854,0.00451666,3.41E-13,0.0772174,0.985382,1.12E-19,0.000277812,0.00100386,6.19E-19,1,3.41E-13,0.900373,0.97535,2.34E-20,0.0036888,1.65E-09,0.982704,5.42E-19,6.16E-16
S837,0.58910765,6.72E-11,183.34339,3.1755286,0.39621401,0.00628232,1.73E-12,0.177315,0.928337,5.17E-18,0.00324364,0.000241578,7.25E-18,1,1.73E-12,0.802151,0.918272,3.07E-17,0.0227241,3.34E-09,0.917036,3.90E-18,3.00E-14
S838,0.094107647,2.12E-13,308.34339,22.925529,0.25060854,0.00192393,6.94E-13,0.108996,0.970973,1.89E-18,0.00209901,0.000310142,1.12E-18,1,6.94E-13,0.948186,0.962173,2.83E-17,0.0417026,1.57E-09,0.965864,6.17E-18,3.61E-15
S839,0.032232647,3.27E-11,198.96839,30.331779,0.15685854,0.0010268,2.72E-13,0.0692411,0.988565,2.97E-17,0.00875475,0.00171119,8.04E-18,1,2.72E-13,0.861669,0.986125,2.92E-16,0.364528,1.31E-09,0.986835,1.15E-16,4.70E-15
S840,0.52723265,1.03E-13,323.96839,10.581779,0.30685854,0.00483935,1.04E-12,0.13448,0.956165,1.76E-19,0.000723308,5.79E-05,2.28E-19,1,1.04E-12,0.935704,0.94128,8.57E-19,0.00711497,2.12E-09,0.948399,5.65E-19,3.93E-15
S841,0.77473265,5.82E-10,261.46839,20.456779,0.38185854,0.0073949,1.61E-12,0.173475,0.933417,3.15E-17,0.0228261,0.000266788,6.38E-17,1,1.61E-12,0.894371,0.916257,1.82E-16,0.136016,3.36E-09,0.923713,2.76E-17,2.39E-13
S842,0.27973265,1.84E-12,386.46839,0.70677863,0.23185854,0.00319953,5.94E-13,0.101547,0.975122,3.58E-20,5.77E-05,0,3.47E-20,1,5.94E-13,0.9516,0.9666,3.40E-19,0.000723818,1.58E-09,0.97078,1.18E-19,1.51E-16
S843,0.40348265,1.38E-10,292.71839,5.6442786,0.19435854,0.00376807,4.17E-13,0.086385,0.982564,1.02E-18,0.00122301,0.000359841,1.12E-18,1,4.17E-13,0.948973,0.978281,8.03E-18,0.0135063,1.70E-09,0.979773,3.28E-18,3.12E-15
S844,0.89848265,4.36E-13,167.71839,25.394279,0.34435854,0.00661363,1.31E-12,0.152172,0.944721,1.61E-18,0.00519753,5.43E-05,2.38E-18,1,1.31E-12,0.9255,0.926543,1.24E-17,0.0358569,2.52E-09,0.935202,2.90E-18,4.39E-14
S845,0.65098265,7.76E-12,355.21839,15.519279,0.26935854,0.00519675,8.02E-13,0.119258,0.96634,1.16E-18,0.00213149,0.000139887,1.52E-18,1,8.02E-13,0.902025,0.962555,8.29E-18,0.0177649,2.24E-09,0.960588,2.40E-18,1.08E-14
S846,0.15598265,2.45E-14,230.21839,35.269279,0.11935854,0.00169739,1.58E-13,0.052094,0.993349,8.77E-19,0.000206084,0,2.37E-18,1,1.58E-13,0.976602,0.990482,5.11E-19,0.0143546,8.46E-10,0.991957,4.04E-18,7.16E-17
S847,0.18692015,1.11E-11,331.78089,4.4099036,0.37248354,0.00347244,1.53E-12,0.164552,0.936519,3.97E-18,0.00190757,0.000389319,3.56E-18,1,1.53E-12,0.915901,0.923407,2.95E-17,0.0215979,2.27E-09,0.92647,3.60E-18,9.13E-15
S848,0.68192015,3.51E-14,206.78089,24.159904,0.22248354,0.00463934,5.47E-13,0.0977611,0.97671,2.19E-19,0.000942747,0.000194973,6.42E-19,1,5.47E-13,0.958177,0.962585,1.91E-19,0.0104921,1.74E-09,0.972525,1.16E-18,3.29E-15
S849,0.92942015,1.98E-10,394.28089,14.284904,0.14748354,0.00473115,2.40E-13,0.0660002,0.989909,7.34E-19,0.00107609,0.000457785,1.09E-18,1,2.40E-13,0.761364,0.983893,3.31E-18,0.00955292,1.28E-09,0.988096,2.98E-18,2.39E-15
S850,0.43442015,6.25E-13,269.28089,34.034904,0.29748354,0.00440785,9.78E-13,0.130502,0.958999,2.06E-18,0.00439389,0.000108396,2.28E-18,1,9.78E-13,0.955863,0.920184,2.11E-17,0.0420022,2.15E-09,0.951816,4.55E-18,2.10E-14
S851,0.31067015,8.33E-10,175.53089,38.972404,0.25998354,0.00427392,7.47E-13,0.11721,0.968745,6.92E-17,0.04678,0.000433172,8.26E-17,1,7.47E-13,0.925191,0.964017,5.45E-16,0.481653,2.23E-09,0.964715,1.16E-16,1.91E-13
S852,0.80567015,2.64E-12,300.53089,19.222404,0.10998354,0.00365366,1.34E-13,0.0488197,0.994307,3.86E-19,0.000217269,0,1.26E-18,1,1.34E-13,0.761701,0.989665,7.02E-19,0.00435348,1.01E-09,0.993085,1.57E-18,1.64E-16
S853,0.55817015,4.69E-11,238.03089,29.097404,0.18498354,0.00413643,3.77E-13,0.0820624,0.984179,3.16E-18,0.00469151,0.000329868,4.03E-18,1,3.77E-13,0.948318,0.979165,2.31E-17,0.048279,1.67E-09,0.981484,1.11E-17,1.22E-14
S854,0.063170147,1.48E-13,363.03089,9.3474036,0.11847963,0.00109388,1.55E-13,0.0515321,0.993476,4.57E-19,0.000101105,0,5.50E-19,1,1.55E-13,0.782381,0.991812,1.17E-18,0.00642326,1.02E-09,0.992153,2.19E-18,2.80E-17
S855,0.12504515,9.62E-11,222.40589,16.753654,0.24123354,0.00248465,6.42E-13,0.107262,0.973096,1.66E-17,0.00958272,0.00061535,1.28E-17,1,6.42E-13,0.953389,0.962195,1.71E-16,0.153658,1.50E-09,0.969342,3.57E-17,2.08E-14
S856,0.62004515,3.04E-13,347.40589,36.503654,0.39123354,0.00593203,1.69E-12,0.171889,0.929463,2.02E-18,0.00468831,7.15E-05,2.89E-18,1,1.69E-12,0.92276,0.900711,1.62E-17,0.0344012,2.67E-09,0.917147,2.69E-18,4.04E-14
S857,0.86754515,5.41E-12,159.90589,6.8786536,0.31623354,0.00638062,1.10E-12,0.140507,0.953537,1.37E-18,0.0024026,0.000105505,1.89E-18,1,1.10E-12,0.910772,0.937409,1.06E-17,0.0168137,2.89E-09,0.945658,1.94E-18,1.79E-14
S858,0.37254515,1.71E-14,284.90589,26.628654,0.16623354,0.00301249,3.05E-13,0.0726089,0.987075,2.29E-19,0.000359143,0.00162131,8.27E-19,1,3.05E-13,0.963522,0.982672,9.56E-20,0.00712033,1.23E-09,0.984626,1.20E-18,5.10E-16
S859,0.49629515,2.28E-11,378.65589,21.691154,0.28019838,0.00477285,8.67E-13,0.124262,0.963797,3.70E-18,0.00433793,0.000212043,4.49E-18,1,8.67E-13,0.92025,0.963123,2.68E-17,0.0356616,1.85E-09,0.957794,5.92E-18,2.12E-14
S860,0.99129515,7.22E-14,253.65589,1.9411536,0.27873354,0.00618418,8.59E-13,0.123354,0.963308,1.56E-20,0.000106609,5.29E-05,3.51E-20,1,8.59E-13,0.930022,0.949094,2.58E-20,0.000871472,2.74E-09,0.956974,6.97E-20,6.63E-16
S861,0.74379515,4.06E-10,316.15589,31.566154,0.35373354,0.00689119,1.38E-12,0.159944,0.942754,2.76E-17,0.0229573,0.000267721,5.55E-17,1,1.38E-12,0.899303,0.929558,1.70E-16,0.143775,3.08E-09,0.934241,2.74E-17,2.07E-13
S862,0.24879515,1.28E-12,191.15589,11.816154,0.20373354,0.00283008,4.59E-13,0.0891866,0.980756,9.10E-19,0.00140325,0.00036754,1.02E-18,1,4.59E-13,0.957575,0.973821,9.68E-18,0.0204492,1.42E-09,0.977339,3.81E-18,2.78E-15
S863,0.2333264,1.91E-11,265.37464,9.9645911,0.25529604,0.00321628,7.20E-13,0.112668,0.969931,3.05E-18,0.00281961,0.000327661,2.73E-18,1,7.20E-13,0.940614,0.96425,3.05E-17,0.0334729,1.58E-09,0.965073,6.39E-18,8.35E-15
S864,0.7283264,6.03E-14,390.37464,29.714591,0.10529604,0.0033352,1.23E-13,0.0465093,0.994784,1.88E-19,4.77E-06,0,1.02E-18,1,1.23E-13,0.789618,0.991356,5.30E-20,0.00236059,9.46E-10,0.993617,7.45E-19,7.91E-19
S865,0.9758264,3.39E-10,202.87464,19.839591,0.18029604,0.00542496,3.59E-13,0.0811413,0.984909,3.14E-18,0.00514205,0.000253174,4.38E-18,1,3.59E-13,0.795444,0.975687,2.18E-17,0.0392068,1.58E-09,0.982372,1.03E-17,1.73E-14
S866,0.4808264,1.07E-12,327.87464,39.589591,0.33029604,0.0048917,1.21E-12,0.145176,0.949592,3.24E-18,0.00574502,0.000113691,3.89E-18,1,1.21E-12,0.933072,0.930051,2.95E-17,0.04868,2.29E-09,0.940838,5.16E-18,3.42E-14
S867,0.3570764,8.04E-11,359.12464,34.652091,0.36779604,0.00488035,1.49E-12,0.164182,0.938147,3.47E-17,0.0191454,0.000342789,4.37E-17,1,1.49E-12,0.819328,0.933891,2.09E-16,0.168957,3.10E-09,0.928838,2.99E-17,1.28E-13
S868,0.8520764,2.54E-13,234.12464,14.902091,0.21779604,0.00513312,5.23E-13,0.0962109,0.977723,2.00E-19,0.000766169,0.000171831,5.08E-19,1,5.23E-13,0.935234,0.970618,5.13E-19,0.00747481,2.02E-09,0.973796,9.12E-19,2.95E-15
S869,0.6045764,4.52E-12,296.62464,24.777091,0.14279604,0.0036519,2.26E-13,0.0630931,0.990483,7.08E-19,0.000891678,0.00128211,1.74E-18,1,2.26E-13,0.903052,0.986265,2.68E-18,0.0120523,1.24E-09,0.988677,3.26E-18,1.36E-15
S870,0.1095764,1.43E-14,171.62464,5.0270911,0.29279604,0.0021933,9.47E-13,0.126989,0.960324,2.35E-19,0.000543403,0.000144144,1.82E-19,1,9.47E-13,0.940602,0.947565,1.73E-18,0.0117644,1.77E-09,0.95318,1.00E-18,1.26E-15
S871,0.047701397,6.96E-10,280.99964,12.433341,0.12404604,0.00134025,1.70E-13,0.0548767,0.992888,1.30E-17,0.00357142,0.00221814,4.35E-18,1,1.70E-13,0.561579,0.990922,9.62E-17,0.11048,1.04E-09,0.991699,4.94E-17,1.96E-15
S872,0.5427014,2.20E-12,155.99964,32.183341,0.27404604,0.00475113,8.30E-13,0.12074,0.965177,4.02E-18,0.00792016,0.000126386,4.73E-18,1,8.30E-13,0.913938,0.967377,4.30E-17,0.0700805,1.92E-09,0.959138,9.03E-18,3.74E-14
S873,0.7902014,3.92E-11,343.49964,2.5583411,0.34904604,0.00662244,1.35E-12,0.156057,0.943912,8.47E-19,0.000864471,0.000184038,1.37E-18,1,1.35E-12,0.88077,0.934186,4.85E-18,0.00560431,2.99E-09,0.934735,8.12E-19,7.42E-15
S874,0.2952014,1.24E-13,218.49964,22.308341,0.19904604,0.00297025,4.38E-13,0.0868663,0.98155,5.21E-19,0.00113124,0.000453542,1.01E-18,1,4.38E-13,0.957969,0.975792,2.22E-18,0.0183977,1.36E-09,0.978189,2.77E-18,2.22E-15
S875,0.4189514,9.28E-12,187.24964,27.245841,0.23654604,0.00399478,6.19E-13,0.104373,0.974091,4.25E-18,0.0065429,0.000213273,4.70E-18,1,6.19E-13,0.948305,0.965817,4.11E-17,0.0657961,1.50E-09,0.969665,1.15E-17,2.21E-14
S876,0.9139514,2.94E-14,312.24964,7.4958411,0.38654604,0.00696582,1.65E-12,0.170261,0.930313,6.75E-20,0.000519034,2.11E-05,1.10E-19,1,1.65E-12,0.895756,0.92258,1.76E-19,0.0037548,2.89E-09,0.91817,1.94E-19,5.21E-15
S877,0.6664514,1.65E-10,249.74964,37.120841,0.31154604,0.00599772,1.07E-12,0.139819,0.955426,2.22E-17,0.0215877,0.000244746,3.63E-17,1,1.07E-12,0.901737,0.946631,1.59E-16,0.153025,2.67E-09,0.948531,2.70E-17,1.48E-13
S878,0.1714514,5.22E-13,374.74964,17.370841,0.16154604,0.00209235,2.88E-13,0.0704775,0.987929,5.48E-19,0.000536794,0.00142426,8.04E-19,1,2.88E-13,0.967455,0.983464,3.52E-18,0.0109096,1.07E-09,0.985706,2.76E-18,5.65E-16
S879,0.1405139,2.37E-10,163.81214,23.542716,0.33967104,0.00329399,1.28E-12,0.15268,0.946814,1.43E-16,0.0453347,0.000591851,1.12E-16,1,1.28E-12,0.936797,0.922426,1.00E-15,0.59364,2.10E-09,0.940183,1.43E-16,1.89E-13
S880,0.6355139,7.48E-13,288.81214,3.7927161,0.18967104,0.00422706,3.98E-13,0.0836193,0.983182,6.74E-20,0.000169003,0.000345333,1.56E-19,1,3.98E-13,0.959781,0.974485,3.30E-19,0.00192108,1.84E-09,0.980136,3.18E-19,4.53E-16
S881,0.8830139,1.33E-11,226.31214,33.417716,0.11467104,0.00392373,1.45E-13,0.0508822,0.993857,1.31E-18,0.00100729,0.00325486,3.44E-18,1,1.45E-13,0.7393,0.989839,2.83E-18,0.0150918,1.02E-09,0.992591,5.34E-18,1.06E-15
S882,0.3880139,4.21E-14,351.31214,13.667716,0.26467104,0.00387079,7.73E-13,0.115536,0.967433,1.32E-19,0.00055384,0.000102321,2.07E-19,1,7.73E-13,0.942811,0.956104,4.00E-19,0.00703378,1.91E-09,0.961598,6.39E-19,2.02E-15
S883,0.2642639,5.61E-11,320.06214,18.605216,0.30217104,0.00381641,1.01E-12,0.134233,0.957983,1.18E-17,0.00784202,0.000374199,1.24E-17,1,1.01E-12,0.848615,0.949825,8.99E-17,0.08708,2.57E-09,0.95159,1.54E-17,3.32E-14
S884,0.7592639,1.77E-13,195.06214,38.355216,0.15217104,0.00409014,2.56E-13,0.0672357,0.989089,5.93E-19,0.000894955,0.00173628,2.66E-18,1,2.56E-13,0.884664,0.98066,5.02E-19,0.013551,1.41E-09,0.987032,2.67E-18,1.53E-15
S885,0.5117639,9.98E-10,382.56214,8.7302161,0.22717104,0.00488908,5.70E-13,0.102454,0.976154,2.88E-18,0.00325364,0.00035278,4.60E-18,1,5.70E-13,0.893886,0.970206,2.10E-17,0.0276553,1.92E-09,0.972807,6.81E-18,1.30E-14
S886,0.016763897,3.15E-12,257.56214,28.480216,0.10617494,0.000572272,1.25E-13,0.0464912,0.994757,1.33E-17,0.00141708,0,3.54E-18,1,1.25E-13,0.562113,0.993382,5.59E-17,0.128022,8.91E-10,0.993694,5.75E-17,2.02E-16
S887,0.078638897,6.48E-12,398.18714,35.886466,0.20842104,0.0017025,4.80E-13,0.0914502,0.979935,7.41E-18,0.00454624,0.000666487,3.75E-18,1,4.80E-13,0.957838,0.973077,7.76E-17,0.098768,1.29E-09,0.976664,2.32E-17,5.63E-15
S888,0.5736389,2.05E-14,273.18714,16.136466,0.35842104,0.00539138,1.42E-12,0.156739,0.940395,1.63E-19,0.00114902,2.89E-05,2.36E-19,1,1.42E-12,0.939984,0.899825,5.00E-19,0.0106016,2.53E-09,0.929816,6.05E-19,8.18E-15
